num,url,name_ko,name_en,country,region,country_region,varietal,vintage,type,category,style,winery,winery_ko,winery_en,brand,grade,price,volume,abv,sweetness,acidity,body,tannin,serving_temp,pairing,awards,title_block
1766,https://www.naracellar.com/wine/wine_view.php?num=1766,도멘 미쉘 보아릭 꼬르똥 샤를마뉴 그랑 크뤼,Domaine Michel Voarick Corton-Charlemagne Grand Cru,프랑스,부르고뉴 > 꼬뜨 드 본 > 알록스 꼬르통 > 꼬르똥 샤를마뉴,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 알록스 꼬르통 > 꼬르똥 샤를마뉴,샤도네이(Chardonnay) 100%,,화이트,White,,도멘 미쉘 보아릭(Domaine Michel Voarick),도멘 미쉘 보아릭,Domaine Michel Voarick,,,,750ml,,,,,,11~13℃,"랍스터, 아스파라거스, 흰살 생선, 가금류",,
1737,https://www.naracellar.com/wine/wine_view.php?num=1737,도멘 드 라 까데뜨 부르고뉴 블랑,Domaine de la Cadette Bourgogne Blanc,프랑스,부르고뉴,프랑스 > 부르고뉴,샤도네이(Chardonnay) 100%,,화이트,White,,도멘 드 라 까데뜨(Domaine de la Cadette),도멘 드 라 까데뜨,Domaine de la Cadette,,,,750ml,,,,,,12~14℃,"연어회, 연어구이, 해산물 그라탕, 염소치즈",,
1741,https://www.naracellar.com/wine/wine_view.php?num=1741,까미유 띠리에 부르고뉴 엉 라 플라스,Camille Thiriet Bourgogne En La Place,프랑스,부르고뉴,프랑스 > 부르고뉴,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 드 라 까데뜨(Domaine de la Cadette),도멘 드 라 까데뜨,Domaine de la Cadette,,,,750ml,,,,,,16℃,"파테, 갈비찜, 뵈프 부르기뇽, 숙성 기간이 길지 않은 치즈",,
1764,https://www.naracellar.com/wine/wine_view.php?num=1764,도멘 미쉘 보아릭 부르고뉴 루즈,Domaine Michel Voarick Bourgogne Rouge,프랑스,부르고뉴,프랑스 > 부르고뉴,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 미쉘 보아릭(Domaine Michel Voarick),도멘 미쉘 보아릭,Domaine Michel Voarick,,,,750ml,,,,,,15~17℃,"오리고기, 닭고기, 참치, 버섯, 다양한 치즈, 파스타",,
1763,https://www.naracellar.com/wine/wine_view.php?num=1763,몬테스 아이디 카버네 소비뇽,Montes ID Cabernet Sauvignon,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,"카버네 소비뇽(Cabernet Sauvignoon) 85%, 카버네 프랑(Cabernet Franc) 10%, 시라(Syrah) 5%",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,17~19 ℃,"치즈, 가금류, 양갈비, 각종 붉은 육류",,
1762,https://www.naracellar.com/wine/wine_view.php?num=1762,몬테스 알파 카버네 소비뇽 말띠 에디션 (레드 라벨),Montes Alpha Cabernet Sauvignon Horse Edition (Red Label),칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,"카버네 소비뇽(Cabernet Sauvignoon) 90%, 멀롯(Merlot) 10%",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,16~18 ℃,"모든 붉은 육류, 양고기, 볼로네제 파스타, 다양한 치즈",,
1699,https://www.naracellar.com/wine/wine_view.php?num=1699,에끌렉틱 시드르 사토리,Eclectik Cider Satori,프랑스,부르고뉴,프랑스 > 부르고뉴,,,,,,에끌렉틱(Eclectik),에끌렉틱,Eclectik,,,,750ml,,,,,,,"새우, 굴, 구운 생선, 페타 치즈를 곁들인 지중해식 샐러드,",,
1760,https://www.naracellar.com/wine/wine_view.php?num=1760,조쉬 셀라 버번 배럴 에이지드 진판델,Josh Cellars Bourbon Barrel Aged Zinfandel,미국,캘리포니아,미국 > 캘리포니아,진판델(Zinfandel) 100%,,레드,Red,,조쉬 셀라(Josh Cellars),조쉬 셀라,Josh Cellars,,,,750ml,,,,,,,,,
1700,https://www.naracellar.com/wine/wine_view.php?num=1700,에끌렉틱 시드르 콩플루엉스,Eclectik Cider Confluence,프랑스,부르고뉴,프랑스 > 부르고뉴,,,,,,에끌렉틱(Eclectik),에끌렉틱,Eclectik,,,,750ml,,,,,,,"연어 토스트, 생선 구이, 버섯 리조또",,
1759,https://www.naracellar.com/wine/wine_view.php?num=1759,조쉬 셀라 리저브 노스 코스트 카버네 소비뇽,Josh Cellars Reserve North Coast Cabernet Sauvignon,미국,캘리포니아 > 노스 코스트,미국 > 캘리포니아 > 노스 코스트,카버네 소비뇽(Cabernet Sauvignoon) 100%,,레드,Red,,조쉬 셀라(Josh Cellars),조쉬 셀라,Josh Cellars,,,,750ml,,,,,,,,,
1697,https://www.naracellar.com/wine/wine_view.php?num=1697,샤를 부아젤롯 뫼르소 레 펠 블랑,Charles Boigelot Meursault Les Pelles Blanc,프랑스,부르고뉴 > 꼬뜨 드 본 > 뫼르소,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 뫼르소,샤도네이(Chardonnay) 100%,,화이트,White,,샤를 부아젤롯(Charles Boigelot),샤를 부아젤롯,Charles Boigelot,,,,750ml,,,,,,10~12℃,"버터로 조리한 랍스터, 레몬 소스를 곁들인 가재(또는 새우) 요리, 화이트 소소를 곁들인 가금류, 송아지 고기 요리, 푸아그라, 샤퀴테리",,
1696,https://www.naracellar.com/wine/wine_view.php?num=1696,샤를 부아젤롯 몽뗄리 레 크레 블랑,Charles Boigelot Monthelie Les Crays Blanc,프랑스,부르고뉴 > 꼬뜨 드 본 > 몽뗄리,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 몽뗄리,샤도네이(Chardonnay) 100%,,화이트,White,,샤를 부아젤롯(Charles Boigelot),샤를 부아젤롯,Charles Boigelot,,,,750ml,,,,,,10~12℃,"굴, 새우구이, 해산물 샐러드, 오징어 구이",,
1695,https://www.naracellar.com/wine/wine_view.php?num=1695,부샤 뻬레 에 피스 끌로 생 랑드히 프리미에 크뤼,Bouchard Pere & Fils Beaune Clos Saint-Landry 1er Cru,프랑스,부르고뉴 > 꼬뜨 드 본 > 본,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 본,샤도네이(Chardonnay) 100%,,화이트,White,,부샤 뻬레 에 피스(Bouchard Pere & Fils),부샤 뻬레 에 피스,Bouchard Pere & Fils,,,,750ml,,,,,,12~14 ℃,,,
1694,https://www.naracellar.com/wine/wine_view.php?num=1694,부샤 뻬레 에 피스 르 꼬르똥 그랑 크뤼,Bouchard Pere & Fils Le Corton Grand Cru,프랑스,부르고뉴 > 꼬뜨 드 본 > 르 꼬르똥,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 르 꼬르똥,피노 누아(Pinot Noir) 100%,,레드,Red,,부샤 뻬레 에 피스(Bouchard Pere & Fils),부샤 뻬레 에 피스,Bouchard Pere & Fils,,,,750ml,,,,,,15~17 ℃,,,
1698,https://www.naracellar.com/wine/wine_view.php?num=1698,샤를 부아젤롯 몽뗄리 레 플랑뜨 루즈,Charles Boigelot Monthelie Les Plantes Rouge,프랑스,부르고뉴 > 꼬뜨 드 본 > 몽뗄리,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 몽뗄리,피노 누아(Pinot Noir) 100%,,레드,Red,,샤를 부아젤롯(Charles Boigelot),샤를 부아젤롯,Charles Boigelot,,,,750ml,,,,,,15~17℃,"브뤼 치즈, 까망베르 치즈, 양고기, 소시지 구이, 미트 파이, 샤퀴테리",,
1761,https://www.naracellar.com/wine/wine_view.php?num=1761,몬테스 알파 카버네 소비뇽 말띠 에디션 (화이트 라벨),Montes Alpha Cabernet Sauvignon Horse Edition (White Label),칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,"카버네 소비뇽(Cabernet Sauvignoon) 90%, 멀롯(Merlot) 10%",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,16~18 ℃,"모든 붉은 육류, 양고기, 볼로네제 파스타, 다양한 치즈",,
1676,https://www.naracellar.com/wine/wine_view.php?num=1676,로저 구라트 브뤼 로제 밀레짐,Roger Goulart Brut Rose Millesime,스페인,페네데스,스페인 > 페네데스,"가르나차(Garnacha) 85%, 모나스트렐(Monastrell) 10%, 피노 누아(Pinot Noir) 5%",,스파클링,Sparkling,,로저 구라트(Roger Goulart),로저 구라트,Roger Goulart,,,,750ml,,,,,,6~8 ℃,"생선회, 육회, 닭튀김 외 각종 해물요리, 닭요리",,
1693,https://www.naracellar.com/wine/wine_view.php?num=1693,도멘 샹탈 레스퀴르 끌로 드 부조 그랑 크뤼,Domaine Chantal Lescure Clos de Vougeot Grand Cru,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,,,레드,Red,,도멘 샹탈 레스퀴르(Domaine Chantal Lescure),도멘 샹탈 레스퀴르,Domaine Chantal Lescure,,,,750ml,,,,,,16 ℃,"비프 부르기뇽, 중간 숙성의 치즈",,
1673,https://www.naracellar.com/wine/wine_view.php?num=1673,도멘 드 라 까데뜨 부르고뉴 루즈,Domaine de la Cadette Bourgogne Rouge,프랑스,부르고뉴,프랑스 > 부르고뉴,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 드 라 까데뜨(Domaine de la Cadette),도멘 드 라 까데뜨,Domaine de la Cadette,,,,750ml,,,,,,15~16℃,"참치 까나페, 대구살 튀김, 굴, 스프링롤",,
1674,https://www.naracellar.com/wine/wine_view.php?num=1674,도멘 까미유 띠리에 부르고뉴 레 샤니오,Domaine Camille Thiriet Bourgogne Les Chagniots,프랑스,부르고뉴,프랑스 > 부르고뉴,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 까미유 띠리에(Domaine Camille Thiriet),도멘 까미유 띠리에,Domaine Camille Thiriet,,,,750ml,,,,,,16℃,"파테, 갈비찜, 뵈프 부르기뇽, 숙성 기간이 길지 않은 치즈",,
1672,https://www.naracellar.com/wine/wine_view.php?num=1672,도멘 미쉘 브리데 룰리 블랑,Domaine Michel Briday Rully Blanc,프랑스,부르고뉴 > 꼬뜨 살로네즈 > 룰리,프랑스 > 부르고뉴 > 꼬뜨 살로네즈 > 룰리,샤도네이 (Chardonnay 100%),,화이트,White,,도멘 미쉘 브리데(Domaine Michel Briday),도멘 미쉘 브리데,Domaine Michel Briday,,,,750ml,,,,,,10~12℃,"구운 버섯 요리, 신선한 해산물",,
1671,https://www.naracellar.com/wine/wine_view.php?num=1671,도멘 드 부쇼 뿌이 퓌메 테레 블랑쉐,Domaine du Bouchot Pouilly Fume Terres Blanches,프랑스,루아르 밸리,프랑스 > 루아르 밸리,소비뇽 블랑(Sauvignon Blanc) 100%,,화이트,White,,도멘 드 부쇼(Domaine du Bouchot),도멘 드 부쇼,Domaine du Bouchot,,,,750ml,,,,,,12℃,,,
1670,https://www.naracellar.com/wine/wine_view.php?num=1670,덕혼 포스트마크 소노마 카운티 샤도네이,Duckhorn Postmark Sonoma County Chardonnay,미국,캘리포니아 > 소노마 코스트,미국 > 캘리포니아 > 소노마 코스트,샤도네이(Chardonnay) 100%,,화이트,White,,덕혼 빈야드(Duckhorn Vineyards),덕혼 빈야드,Duckhorn Vineyards,,,,750ml,,,,,,10~12℃,"로스트 치킨, 크림 파스타, 연어 샐러드",,
1683,https://www.naracellar.com/wine/wine_view.php?num=1683,도멘 샹탈 레스큐르 꼬뜨 드 본 라 그랑 샤틀렌,Domaine Chantal Lescure Cote de Beaune La Grande Chatelaine,프랑스,부르고뉴 > 꼬뜨 드 본 > 본,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 본,샤도네이(Chardonnay) 100%,,화이트,White,,도멘 샹탈 레스퀴르(Domaine Chantal Lescure),도멘 샹탈 레스퀴르,Domaine Chantal Lescure,,,,750ml,,,,,,12 ℃,"올리브오일 베이스 파스타, 가벼운 소스의 닭요리, 생선 솥밥등",,
1669,https://www.naracellar.com/wine/wine_view.php?num=1669,샴페인 후소-바투 아상블라주 로제,Champagne Rousseaux-Batteux Assemblage Rose,프랑스,샹파뉴,프랑스 > 샹파뉴,피노 누아(Pinot Noir) 100%,,스파클링,Sparkling,,샴페인 후소-바투(Champagne Rousseaux-Batteux),샴페인 후소-바투,Champagne Rousseaux-Batteux,,,,750ml,,,,,,8~10℃,"랍스터 구이와 같은 갑각류 요리,  해산물 플래터, 샤퀴테리, 까망베르와 같은 연성 치즈 , 샐러드 및 향신료가 가미된 동남아 음식",,
1681,https://www.naracellar.com/wine/wine_view.php?num=1681,도멘 미쉘 보아릭 페르낭 베르줄레스 루즈,Domaine Michel Voarick Pernand-Vergelesses Rouge,프랑스,부르고뉴 > 꼬뜨 드 본 > 페르낭 베르쥴레스,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 페르낭 베르쥴레스,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 미쉘 보아릭(Domaine Michel Voarick),도멘 미쉘 보아릭,Domaine Michel Voarick,,,,750ml,,,,,,1~17℃,"샤퀴테리, 구운 고기, 꼬치구이",,
1682,https://www.naracellar.com/wine/wine_view.php?num=1682,부샤 뻬레 에 피스 뫼르소 레 끌루,Bouchard Pere & Fils Meursault Les Clous,프랑스,부르고뉴 > 꼬뜨 드 본 > 뫼르소,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 뫼르소,샤도네이(Chardonnay) 100%,,화이트,White,,부샤 뻬레 에 피스(Bouchard Pere & Fils),부샤 뻬레 에 피스,Bouchard Pere & Fils,,,,750ml,,,,,,12~14 ℃,,,
1668,https://www.naracellar.com/wine/wine_view.php?num=1668,발 디 수가 로쏘 디 몬탈치노,Val di Suga Rosso di Montalcino,이태리,토스카나 > 몬탈치노,이태리 > 토스카나 > 몬탈치노,"산지오베제 (Sangiovese) 100%,",,레드,Red,,발 디 수가(Val di Suga),발 디 수가,Val di Suga,,,,750ml,,,,,,18~20℃,"프로슈토를 비롯한 샤퀴테리, 피자, 토마토 소스 파스타, 연성 치즈",2022 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 90 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기,
1684,https://www.naracellar.com/wine/wine_view.php?num=1684,도멘 샹탈 레스퀴르 부르고뉴 레 베르덩,Domaine Chantal Lescure Bourgogne Les Verduns,프랑스,부르고뉴 > 꼬뜨 드 본 > 뽀마르,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 뽀마르,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 샹탈 레스퀴르(Domaine Chantal Lescure),도멘 샹탈 레스퀴르,Domaine Chantal Lescure,,,,750ml,,,,,,14 ℃,"각종 치즈 또는 가벼운 소스의 닭고기 요리, 송아지고기 요리.",,
1680,https://www.naracellar.com/wine/wine_view.php?num=1680,도멘 미쉘 르부르정 뽀마르,Domaine Michel Rebourgeon Pommard,프랑스,부르고뉴 > 꼬뜨 드 본 > 뽀마르,프랑스 > 부르고뉴 > 꼬뜨 드 본 > 뽀마르,피노 누아(Pinot Noir) 100%,,레드,Red,,도멘 미쉘 르부르정(Domaine Michel Rebourgeon),도멘 미쉘 르부르정,Domaine Michel Rebourgeon, ,,,750ml,,,,,,14℃,"구운 양고기, 로스트 비프",,
1678,https://www.naracellar.com/wine/wine_view.php?num=1678,로저 구라트 데미섹 밀레짐,Roger Goulart Demi Sec Millesime,스페인,페네데스,스페인 > 페네데스,"자렐로(Xarel-lo) 40%, 마케베오(Macabeo) 30%, 빠레야다(Parellada) 30%",,스파클링,Sparkling,,로저 구라트(Roger Goulart),로저 구라트,Roger Goulart,,,,750ml,,,,,,6~8℃,"과일, 디저트류, 부드러운 치즈, 매콤한 요리",,
1679,https://www.naracellar.com/wine/wine_view.php?num=1679,로저 구라트 그랑 리제르바 조셉 발스,Roger Goulart Gran Reserva Josep Valls,스페인,페네데스,스페인 > 페네데스,"자렐로(Xarel-lo) 30%, 샤도네이(Chardonnay) 20%, 마케베오(Macabeo) 20%, 빠레야다(Parellada) 20%, 피노 누아(Pinot Noir) 10%",,스파클링,Sparkling,,로저 구라트(Roger Goulart),로저 구라트,Roger Goulart,,,,750ml,,,,,,6~8℃,"파에야, 하몽, 문어다리 구이",,
1677,https://www.naracellar.com/wine/wine_view.php?num=1677,로저 구라트 브뤼 코랄 로제,Roger Goulart Brut Coral Rose,스페인,페네데스,스페인 > 페네데스,"가르나차(Garnacha) 70%, 피노 누아(Pinot Noir) 30%",,스파클링,Sparkling,,로저 구라트(Roger Goulart),로저 구라트,Roger Goulart,,,,750ml,,,,,,6~8℃,"샐러드, 브리치즈 구이, 새우구이",,
1665,https://www.naracellar.com/wine/wine_view.php?num=1665,발 디 수가 브루넬로 디 몬탈치노 비냐 델 라고,Val di Suga Brunello di Montalcino Vigna del Lago,이태리,토스카나 > 몬탈치노,이태리 > 토스카나 > 몬탈치노,"산지오베제 (Sangiovese) 100%,",,레드,Red,,발 디 수가(Val di Suga),발 디 수가,Val di Suga,,,,750ml,,,,,,18~20℃,"훈제 오리 고기, 로스트 치킨, 소고기 스테이크, 버섯 소스 파스타",2020 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1664,https://www.naracellar.com/wine/wine_view.php?num=1664,발 디 수가 브루넬로 디 몬탈치노 비냐 스푼탈리,Val di Suga Brunello di Montalcino Vigna Spuntali,이태리,토스카나 > 몬탈치노,이태리 > 토스카나 > 몬탈치노,"산지오베제 (Sangiovese) 100%,",,레드,Red,,발 디 수가(Val di Suga),발 디 수가,Val di Suga,,,,750ml,,,,,,18~20℃,"소고기 스튜, 베이징 덕,  파르미지아노 치즈, 향신료가 가미된 아시아 음식",2019 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1667,https://www.naracellar.com/wine/wine_view.php?num=1667,발 디 수가 브루넬로 디 몬탈치노,Val di Suga Brunello di Montalcino,이태리,토스카나 > 몬탈치노,이태리 > 토스카나 > 몬탈치노,"산지오베제 (Sangiovese) 100%,",,레드,Red,,발 디 수가(Val di Suga),발 디 수가,Val di Suga,,,,750ml,,,,,,18~20℃,"양갈비, 비프 웰링턴, BBQ, 페코리노를 비롯한 숙성 치즈",,
1666,https://www.naracellar.com/wine/wine_view.php?num=1666,발 디 수가 브루넬로 디 몬탈치노 포지오 알 그란키오,Val di Suga Brunello di Montalcino Poggio al Granchio,이태리,토스카나 > 몬탈치노,이태리 > 토스카나 > 몬탈치노,"산지오베제 (Sangiovese) 100%,",,레드,Red,,발 디 수가(Val di Suga),발 디 수가,Val di Suga,,,,750ml,,,,,,18~20℃,"송아지 오소부코, 마리나라 소스 미트볼, 포크 찹 스테이크, 염소 치즈",2020 RP 94+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
1661,https://www.naracellar.com/wine/wine_view.php?num=1661,코스타 브라운 마운트 카멜 피노 누아,Kosta Browne Mt. Carmel Vineyard Pinot Noir,미국,캘리포니아 > 산타 바바라 > 산타 리타 힐즈,미국 > 캘리포니아 > 산타 바바라 > 산타 리타 힐즈,피노 누아(Pinot Noir) 100%,,레드,Red,,코스타 브라운(Kosta Browne),코스타 브라운,Kosta Browne,,,,750ml,,,,,,,,"2021 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 WE 95 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' 2019 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 All Vintages 더보기",
